pair_total_errors,record_id,source_row,Document,actual_class,predicted_class,confidence,is_correct
113,e82161e2ab84fc9981168b8694b5fe49eae4b8c698cc6107efbec4de36621ac1,41003,oracle access issue sent thursday access issue hello could you please help access applications getting error bellow after logging with thanks,Hardware,HR Support,0.9767268962797734,False
113,b6fa60975f9d36319284a3456af20186e85aaf6753f97dcc464093b6a69fd657,36332,oracle access access hi need access could you help please thanks manager,Hardware,HR Support,0.974924465737842,False
113,5bfb2428196bca45c87eed6875c25821519a8a74e97853c5c42009651ae755ad,34185,oracle unable to access unable access dear when trying access get following error have urgent requests approve regards,Hardware,HR Support,0.97362671378888,False
113,442d6d73b2e2eb45087c1422d68c0346df9617b27689b4e6ba87f8ef0e6c7be8,36405,error when trying to access error when trying access hi getting following error when trying access share changed password yesterday cannot get access today regards infrastructure programme manager upcoming leave th st december,Hardware,HR Support,0.9467449187135092,False
113,16a74157848981f12b3fe0b8689460f5f0c4c1dc914451d280a8f0d2a65e37e9,22139,please assist with oracle time cards thursday re please action reports va leave ca la test lead thursday please action reports va pre natal recent card ca care se cum merci test lead wednesday pm please action reports dear part established processes each required submit his weekly basis each friday past must submitted receiving because reports haven followed process please help cascade accordingly gets possible breakdown reports please note refers has left maternity other absence leave please update person record otherwise please person directly submit country date total days registered under number whose registered old broad street kingdom provide clients each subsidiaries separate entity has liability,Hardware,HR Support,0.936787653948428,False
113,e5fcc21da0b16020dd77f92303748771bd8120985921becf0ae442df06c10cf0,24564,change working hours for tuesday december pm rejected hi please help she submit timecard working thank tuesday december re rejected ca pot ore pot face submit la tuesday december re rejected ca si va task type maternity leave se leave ore care pot,Hardware,HR Support,0.9363023998826924,False
113,ead5583b4500a2caeb871bb781b9d6146c4177d771eafd11fc6f3342a8f56558,26951,direct reports missing time missing time oracle thursday november re please action reports la ne administration officer thursday november please action reports care shadowing la la cum pot november please action reports dear part established processes each required submit his weekly basis each friday past must submitted receiving because reports haven followed process please help cascade accordingly gets possible breakdown reports country date total days,Hardware,HR Support,0.9349504004149026,False
113,f2533d3ca79aa8170780d5a1602f2472d04c13f6060e7017f92ba95dcd663447,42770,cannot access as per error sent wednesday sheet error second attempt put ticket can access sheets get error message saying someone trying modify while logged attached senior designer,Hardware,HR Support,0.93133908872019,False
105,4e24ab06fd760e736916b2e17a46030cb94939a987b35410323da3faaa8ed34e,2747,request for change cable from from hello please please change cable thanks senior engineer,Hardware,Miscellaneous,0.907906283644246,False
105,b70d1d96f67f53b6df00c510a31f929af74f4f4bdbc001402d856b60fedcf48b,4329,shared mailbox creation technical excellence hello please create thanks engagement specialist friday november technical excellence hello added owner please let further assistance details needed thank kind regards analyst ext history reference history additional comments visible re technical excellence thanks lot please also add owner engagement specialist additional comments visible thanks lot please also add owner engagement specialist additional comments visible re technical excellence hi please change name technical excellence assist until thanks engagement specialist october pm technical excellence hello ne si va fie technical excellence engagement specialist additional comments visible re technical excellence hi please status quite urgent manage thanks head tuesday october re technical excellence hi please change name technical excellence assist until thanks engagement specialist october pm technical excellence hello ne si va fie technical excellence engagement specialist additional comments visible update task task assignment assignee owner closed complete work notes description technical excellence hello ne si va fie technical excellence engagement specialist more ref msg,Hardware,Miscellaneous,0.89020438158501,False
105,63b102a05945d001900a5e738ad13cab9ad118b0f78620577e75214d0df1bd9d,26939,notifications new thursday november pm re cr approved side best regards thursday november pm re hello app side thanks november hello please advise please advised change pending authorization looking forward hearing thanks kind regards analyst ext hub thursday november pm hello please required by cr please approve these short about downtime users about issues please attached regards discipline lead,Hardware,Miscellaneous,0.8865237740812921,False
105,41033a4276630d32ab36176b9053622bcb745a364f30a640262aba72b09d3912,14857,am mobile service now membership pm mobile membership hello please add mobile thank,Hardware,Miscellaneous,0.8705479423059811,False
105,a58ea31e1ded6da3477f8dad17a3a8573f61c7107d51d497451972552eef62f8,25468,add video as self service kb item november add video self kb item hello discussed friday please help out video self kb item skill matrix video please thanks,Hardware,Miscellaneous,0.8314428982925222,False
105,a75ce056c42640d0b47d0a1db998a265fc29dfe7b6ebbb0fedf22d12a7bd4bfd,26940,notifications thursday november pm re hello app side thanks november hello please advise please advised change pending authorization looking forward hearing thanks kind regards analyst ext hub thursday november pm hello please required by cr please approve these short about downtime users about issues please attached regards discipline lead,Hardware,Miscellaneous,0.8288203169371299,False
105,c2d0257372b8d81317655a2793960d77ce414d62c58ff3d6bf217e7bd1eaddb2,30783,please add me to the server room access list wednesday pm re please add room approved please add room hi guys self appointed role facilities officer please add card room justification presence permanent sometimes situations must qualified cleared assist by please formally approve thanks client,Hardware,Miscellaneous,0.8206562598408556,False
105,1eee3ea38311a5767dbbb1a580f209305b9f435ae31667d0917b6df459776f49,10404,service now update notification recipients on approvals for changes wednesday pm change client button behavior hello please sr sn mails by client button requesting form approvers change example find by client button hit by ideally myself please let more information thanks change required summary planned shared infrastructure hello please advised change number summary planned shared infrastructure ready change details provided review follows change description perform work shared infrastructure cr won affect way operation running expected duration planning expected duration work planned date planned outage duration outage planned date worst recovery minutes client informed outage outage affected environments production high summary planned shared infrastructure justification planned shared infrastructure closure kind regards ref msg,Hardware,Miscellaneous,0.8108927928167796,False
105,f76ca8c3704e4f4e56f3ebbba65b53a2807d2c309f3491b9c9cfa2130ada2c88,17806,add to wednesday pm re call action add users clarification please add thanks phone wrote hi please help addresses code best regards,Hardware,Miscellaneous,0.7948628630563521,False
105,dc85e14fef01f7aecb101e4041656cf3a53e85924ca1568c2c5fd14a05b60eeb,7345,add to laptop add hi please log queue thank,Hardware,Miscellaneous,0.7808174799885239,False
103,b0ab20a10dcf36ce36210428aa5d994b16d48c98d9b6c432aeaa193ca4dfe800,45532,check issues sent thursday december conversation with dear please raise call check issues assign queue thank you lot best regards technical consultant en please consider environment you really need print sent thursday december conversation with sa la tester care si sa se pot tot ca ii failed sa la ticket,Miscellaneous,Hardware,0.948681046112826,False
103,13a4ba956b34f4bd551b0a1bd05ce1f0ae345b351535dee20d64419f2d9cd472,13264,name change tuesday pm re hello please proceed changing surname she works thanks tuesday pm re ca fie tuesday pm re hello ca fie care ca forma si va merci re si wednesday re wednesday re ca ext wednesday re si pm re pus ext pm cancel la care pot specialist,Miscellaneous,Hardware,0.897771068943607,False
103,ba216d1fca664da22cf93b6e12b3fb052d8aca82c728e23ebbd415c3c31caf62,27670,need to change cable tuesday october change cable hi cable accumulated wear tear out image secondary monitor flickering nearly cable change existing best regards consultant,Miscellaneous,Hardware,0.8683652300268715,False
103,d997fd9a237a0fe10a2742f3b4c735db99cfdddad11afe58daf0909f5f02f932,24254,amendment to the framework agreement friday december pm amendment framework agreement hello please help basically needed change type sow variation without re submit thanks best regards friday december pm re amendment framework agreement la la si friday december pm re amendment framework agreement si friday december pm re amendment framework agreement se face prefer ca rules care friday december pm amendment framework agreement type sow variation face resubmit merci contract id friday december pm re amendment framework agreement hi amendment making changes schedule change contract type without having re submit thanks december re amendment framework agreement hi think variation kind sow also want change type submit doc under print screen please thanks best regards friday december pm re amendment framework agreement hi realise were paternal leave congratulations little mummy both doing well amendment has recorded sow please rectify make variation thanks december re amendment framework agreement hi basically document describing sow required anymore thanks december re amendment framework agreement hi worries signed by post today about sow has approved sign well also requests signed originals by post sows thanks december amendment framework agreement hi please find latest communication bellow amendment attached back ask sign once fine confirmed thanks december re amendment framework agreement bonjour lawyer has reviewed amended document changes mainly clarity purposes think issue executions version signature discuss during course position signed thanks two hard copies by post attention thanks lot december re amendment framework agreement hi added lines highlighted cover requests let more required matches covered must specified by per agreed schedule match february call engineer accessed via by phone client holiday notice november december december amendment framework agreement hi please find enclosed amendment framework agreement after reviewing meant schedule amendment described core agreement changes were done accordingly additional details provide additional framework agreement has details add couple things agree schedule weeks events working understanding clear procedure activating call during match nights where dedicated personnel appointed please amend document these things thanks lot best regards information contained privileged confidential protected disclosure intended addressee herein intended recipient please save copy distribute disclose information contained herein please notify error by replying call then immediately delete communications secured result content shown actual content,Miscellaneous,Hardware,0.8282521196705357,False
103,e0bfbe55d65f63525ee9487690ed5d18f5a4e10420955506891527aaa3f560dc,9288,delete from pool disk for server poll warning status down has assigned hello please assign delete pool disk kind regards engineer re poll warning status down has assigned hello everyone discussed meeting let proceed recommended by best solution delete poll monitor disk done by needed assist poll virtual disk same description currently existing thank re poll warning status down has assigned hi apologies delayed response decommissioned host probably kept store other making decision regard things clear discuss away until setup minute call him next clarify details regards application pm move advised he obtained details ask next about added thank poll warning status down has assigned hello help resolve aspects addressing monitoring change per suggestion makes sense validate progress issue offers application provide os ask logs retention policies review logs format etc permission deal kindly advise matter review overall setup host application feeling wrongly setup resources inefficiently because host contains application video surveillance regards owner wednesday re poll warning status down has assigned hello degraded cannot definitely think poll partition wrongly configured maybe delete poll monitor disk because host forever helped re poll warning status down has assigned hello gents sorry chasing issue persisting clear view how solve poll grew best solution needed shrink disk increase threshold add additional host thank waiting kind regards engineer tuesday july re poll warning status down has assigned hello host video surveillance make physical instead virtual installed added help disk partition other big partition host think safe shrink disk regards senior engineer poll warning status down has assigned hello updates about thank waiting kind regards engineer thursday july re poll warning status down has assigned hello everyone please advise presented by understand present take almost host how recordings kept spare components extend thank july poll warning status down has assigned hello updates about thank waiting kind regards engineer wednesday july poll warning status down has assigned hello disk host has designed store moment host running disk than grow cause exhaustion disk solution increase warning threshold critical please advise about thank waiting kind regards engineer tuesday july poll warning status down has assigned please advised record number has assigned please review details take appropriate action description poll warning status down poll output partition over threshold summary poll warning status down number priority moderate assignment location monitoring please link kind regards ref msg,Miscellaneous,Hardware,0.8000997020195539,False
103,d4cb456e8637b52e88b7372169be22308ee4bbf71e2e986276e810aaf988086f,35341,ticket machine is not reachable ticket machine reachable hello reachable putty fatal error error connection timed out sa ne putty la ultima sa swap la guide swap creating file swap si sa etc sa swap sa la boot,Miscellaneous,Hardware,0.7863150917160315,False
103,ccbaca851fed15aa9bd6b7f630913e19643662486ddbc09413eb742ab95cb1c2,42676,faulty disk sent wednesday faulty disk importance high hi during routine checkup found was signaling fact one disk drives dead for tracking purposes please log ticket queue please get quote for spare drive here details have faulty drive rpm hard drive hot plug part number th product id st serial number if you need any further info please let know best regards senior engineer,Miscellaneous,Hardware,0.7565449827718659,False
103,5c19e8606917c99375ba779a97b7d2c1b6031c8d7fb192723e84f8cbcd0d11b9,40970,permission on sent thursday re we updated need permission access hello please know have problem with accession again kind regards sent we updated need permission access ticket resolved fellow we think below query logged for you resolved we we did well your ticket details ticket reference summary need permission access description have access had permission access but some reason have any more could you please return access resolution access granted good know if you with provided resolution there need for response however should issue persist recur or was resolved please contact we our best provide assistance matter here how you can contact how we your ticket how we warm regards ext,Miscellaneous,Hardware,0.7422444626722331,False
103,9898ec80b2e242539ce726960e3556c4b6887060a74235e7706dd70a6b843460,22056,information on how to add machines to backup server friday pm re add machines backup hi attached mails conversation thanks senior developer friday pm add machines backup hi did speak about kind regards analyst ext hub friday add machines backup hello little while ago had problems machine after analysis were made machines must manually requested added backup information how make these requests thank senior developer,Miscellaneous,Hardware,0.7088923793537121,False
103,c8da7518432e65f3f995a14677e0d78389e9f30627772efb5036dc66c795a0da,36806,eel eel hi can you please open ticket assign we have problem while accessing section console search generating get request apparently filtered by regards senior engineer cell voice en,Miscellaneous,Hardware,0.6777248181373635,False
94,8fe3eebef9ab6e7387320a5b133f9a37f00302e8800e76e51325d1a239c8955c,38984,what should do with old card which is pending for approval what should with old card pending for approval dear have old card submitted status pending for approval understand came because line manager however cannot approve manager or can you advise please what should with thank you sincerely manager,HR Support,Miscellaneous,0.9783887955752804,False
94,ca2e9c154d074b3aa7a98cabca75f031d50e8e2ef2da04959cdddc661551c5c4,41097,line manager not set for approve annual leave flow hi line manager for can be seen however getting her requests for annual leave if she checks approval line only listed included approval flow line manager can you please verify correct thank you,HR Support,Miscellaneous,0.9684676039674528,False
94,e95e8993c122be88474dbeede3f40582265ccefdd990d59b487f6250ea455336,42902,cannot find members oracle sent thursday member hi could you please help with why able find following add members regards manager,HR Support,Miscellaneous,0.9493540671650637,False
94,309b10a673fcf3fbdaec67b192caf2d3d3012f03692e68124b949ded54c4b650,35201,special leave has been assigned to am oracle hr support incident special leave assigned hi could you please raise ticket for request closing ticket resolved best regards applications analyst en sent tuesday december re incident special leave assigned thank you sent tuesday december re incident special leave assigned hi your request approved by should be queue although request was waiting for approval did reach was able open submit absence generated notification after being submitted by could you investigate why thank you lead sent tuesday december re incident special leave assigned hi your absence request goes your representative only after approves goes your line manager can you please confirm you received special leave request december best regards applications analyst en sent tuesday december incident special leave assigned please be advised record number assigned please review details take appropriate action description special leave hello line manager cannot special leave request for she cannot approve can you please check why thank you manager summary special leave number priority moderate assignment location access incident please click following link attachments image image kind regards ref msg,HR Support,Miscellaneous,0.9391997632585586,False
94,fd6d16e6c759ab3286f86b1fe74267b17034005548213e748c3f059367230eee,2264,re absence approval re absence hi kind things require done several stages collecting detailed requirements investigation possible raising change implementing change after approvals received after raised please best regards analyst wednesday december pm absence hello possible annual leaves flow keep flow special leaves employees thank lead,HR Support,Miscellaneous,0.9285133236969276,False
94,8742495cc0810bae26ce48735c148dc5e19e71a327be00c90e496decc4eebaf7,41143,vacation approval sent thursday vacation approval hi report issue related inability approve vacation for direct reports following error being thrown cheers,HR Support,Miscellaneous,0.9239096315276492,False
94,c39095e1214f2c7c138b060a97f39fe2abb166d32384d1f9bbee1a0d4496076b,46361,unable to add colleagues on project oracle sent wednesday november re hi trying add theme but unsuccessfully for get manage settings tried save close save add another but get back following screens something wrong regards manager en sent tuesday november re hello please be advised can add members kind regards analyst ext hub sent tuesday november hi please help include order be able log requests approvals best regards manager en,HR Support,Miscellaneous,0.8611101350238473,False
94,5ff4e487fc1ae9a636fd283e0f604e97d631ff8103a9f4317775c8b95418b186,3531,change to re almost change input needed hello thank help checked seems sow under sow sow please change thanks officer planned annual leave december,HR Support,Miscellaneous,0.8573649972522642,False
94,83431e80164fb86ae782c35b9e7f9cfdfbbe4ab2e6579d60b9e99794af14375e,41126,unable to approve annual leave request sent friday re unable approve annual leave request hi wrote below can approve requests done because following error when try approve request got following error can you clear previous change requests can create one senior consultant sent wednesday re unable approve annual leave request hi please note order for change go flow take effect current initiator should also be approves can go for approval can you please check make above completed thank you lead sent wednesday re unable approve annual leave request hi any about issues below our receive annual leave requests for approval because can make him senior consultant sent monday re unable approve annual leave request hi adding advise regarding errors thank you lead sent monday re unable approve annual leave request hi have submit requests for change those tasks were assigned probably because was when these requests where created can submit another change request because error also can approve change requests because these errors when try approve request got following error can you clear previous change requests can create one senior consultant sent monday re unable approve annual leave request please try again submitting request for change thank you sent monday re unable approve annual leave request hello made request his line manager role be transferred understand request yet valid could you please help thank you best regards manager sent monday re unable approve annual leave request hello recently approved request should be flow waiting for approval thank you sent monday unable approve annual leave request hello like let you know made request for annual holidays however visible manager approve her request could you please advise adjust can approve her annual leave request thank you best manager out,HR Support,Miscellaneous,0.8534289039881219,False
94,fd3083aeb151de3935cc99e1ac3e89140e3582e961b293c03c0df2591b219a39,6919,leaver open tickets leaver tickets hello please update procedures automatic templates tickets related leavers these directed instead thank regards owner,HR Support,Miscellaneous,0.8345561227499314,False
86,16fec3d1163a51d6428baa2c9bbda9b9f665402c39aa72d7cafab21621b4489f,47105,access card issues sent monday october access for inca si la forms ribbon intra document la documents forms sites documents view ribbon access ii la si va sa ii fie lite laptop ne va manager,Access,Hardware,0.968212872047858,False
86,2fa7f2480f617a3508e426262dbe8b0702b19e30b88d46ae3e4771d6e5a9d337,43915,reported issues when logging onto his machine sent thursday february urgent message hi think you might be able help with below kind regards analyst pl sent thursday february urgent message good morning colleague issue accessing his machine seems be locked out asked you call him urgently number below address thanks client manager your zone information,Access,Hardware,0.894531525060949,False
86,600efcf74936d86194ea5b91c98355df01c68702e06906747727d460f752ab5d,46285,password reset sent friday november reset cont importance high si recent la laptop si sa se sa asap tester en si recent si intra cont laptop sa tau la wireless sa ii ca sa se sa sa se care ales tot merge ii ca sa ii ca sa la el bun ii reset si ii la,Access,Hardware,0.8700788045321535,False
86,fd8c208633efd2dc802215d716ec8876fb11e96494214175d91da05691d05591,12509,audit access cards july pm re available available care se va care ca ca available si available date va available july available va ne care la ca va analyst ext hub,Access,Hardware,0.8523049542601993,False
86,755141ed7329db4895e75215a4ff3b7313950f05542272abbd3d7fc32e2e1a8f,45410,open authentication failure sent tuesday december remote access request hi can you please remote access via laptop following for git confluence already have installed but cannot connect get following error dec received control message failed have given access yet sick leave but would like continue work for currently assigned including manager thank you developer,Access,Hardware,0.8503607417085142,False
86,b496334d0f0b6c85385db46f8e366728d8e454b6f7b87e94131f330301eb8581,23849,authentication method for service now december sd leaders floor strategy minutes meeting hi implemented pm please change authentication method december working shift please find instructions user sn make backup source clear source enter least characters tick needs work completed restore source user example user source thanks kind regards leader friday december pm floor strategy minutes meeting floor strategy thursday december meeting date location communicate meeting room floor link item invitation participants meeting organizer accepted accepted accepted accepted accepted accepted accepted accepted notes agreed done starting pm outage cr planned much lower actions update switches impact certificate authority communicate how handle outage communicate users during change give discuss about availability during back validate contract link move floor floor telephony automatic manually failed over please regards,Access,Hardware,0.8298199795924194,False
86,95b468d43d510e8b93cfb5c11c9c38b92b6b501fe1e0855a5a1a01d193cf8a44,38796,issues on environment after updating to re issues environment after updating hi for raising under could you please help with below dear could you please raise ticket based below for your help best regards manager sent tuesday issues environment after updating hi here description problem after our environment was updated some our users experiencing problems trying log via about everybody about person clicks sign right side redirected federation fill his credentials clicks sign again redirected back previous clicks sign again nothing happens typically click sign for several times result their accounts locked we need go console unlock their accounts manually unfortunately we cannot pattern if we face situation updated extremely difficult deal with more than employees we suspect problem our side federation allow log though have already raised sr link fin can you please help find charge best regards applications analyst en,Access,Hardware,0.81131527657883,False
86,8e23d024f4dbafa1fa1280c517ef603be7d77dde666793c98b083393cd0106bf,1201,available la available la hello care la si available comers lost cards si ne care si ca va,Access,Hardware,0.8100334470881129,False
86,a32bd342b091f1ed397d2fb178856c219758e6ffeb3fdd8bb5797f642fb9266b,42265,blocked by sever sent monday blocked by urgent importance high hi please help with issues need test today suppose receive being blocked by server attached tester sent monday release mal test hi being sent but being blocked by your server suggest you raise internally regards baker senior consultant moore street ab switchboard direct mobile,Access,Hardware,0.8062504331329442,False
86,41760dbbe4f49257a2d6e805ba35f02375ffe96ef0b6d1489940ee6fdaf1ea41,23434,client portal environment open ports and thursday pm client environment ports hi ports machines client environment attached updated form please tried create worked empty regards,Access,Hardware,0.7812301164604779,False
58,485968f05dbee663090c0f9e2900ccf6887a3563a7b87ac45f291dc450b1db39,30085,for user password wednesday user hi please log shared order share screen demo client possible created thank regards,Hardware,Access,0.9890332881335044,False
58,66965bc68e0f6dffbe458d93c00c3c34a681f8ca3b179d397f997e7b6a304f76,11922,lost card swap request tuesday july pm re lost card hi lost card phone thank tuesday july pm lost card hello kindly advise lost galaxy mobile phone strictly card device lost registered please wipe attached guide also permanent replacement meantime ask provide device looking forward hearing thank kind regards analyst ext hub tuesday july pm lost card dear lost card please let order process card change number professional number well grateful communications,Hardware,Access,0.9343739568035256,False
58,7200839fdade72b1766af87f53871b221a5d2eb87a00224679828a5657da9632,38748,user account problem problem hello we have but ad must be because have problem with please can you change thank you engineer belgrade,Hardware,Access,0.8931471702813022,False
58,3931d4be665fe4da75d909158409581a2bb6078fd100fbbdc515087e95093a91,20119,action required sub account card needed february pm re action required sub card needed hi got under root create more users colleagues learn purpose mentioned cover benefits enumerated bellow red by colleague different talked about same root problem yet create justify costs by usage level how proceed other hand keep thinks isolated activity best option root each purpose define level currently single root multiple purposes colleagues colleagues other initiative interfere work talk about nail down procedure valid regards,Hardware,Access,0.8629320989114007,False
58,89627004a7c50e354dbcf594b53671fa1ae615640eb98cce32ca78aeea9d3edc,16815,account needed tuesday pm resolved hello kindly assist thank kind regards analyst ext tuesday pm re resolved hi since cannot credentials log other credentials provide user name please maybe getting wrong please advise thank kind regards infrastructure,Hardware,Access,0.8607763814801996,False
58,bf970f89da37ea190cd1652ad1233d6b537e9ce1e41a60a0b614478f6c186b51,36074,need user account need hi need be able access but encounter error below please advise thank you,Hardware,Access,0.8580771848964074,False
58,5bed59382626fcdda0472678d1b4e618a77d1b5c26ca576038cdbde75dbc6e09,13892,replacement laptop lost his please provide him replacement advised user,Hardware,Access,0.8532417115817139,False
58,a8050615f5b5ccdc51fb627871ebeb6941a9c5da35cc9a472fd081b39d217238,5191,password reset pm conversation saved folder pm merci saved conversation conversations tab conversation history folder pm pm ca pm urgent pm chat si pm user pm pm user fie merci pm drag pm merci ii ii si confluence ca si ii la pm mod face cum care pm pot face pm eventual care pm si tie merci pm merci,Hardware,Access,0.850076725931859,False
58,0698891b4c131071c7f76f62021f01cce63424bc4e712543d95ca68002faca86,22742,sub account request for information pm sub please red bellow proceed best regards pm re sub hi advised related excluding ones regarding redirected advise help users also inform thank administrator friday pm re sub hello progress thank friday december sub dear colleagues create sub which by add consolidated billing existing purpose define method card order avoid personal card same existing more formal step since charges performed possible make approach bring benefits clean separation resources per centralized usage per won impact ability work joint opportunity benefit combined usage discounts etc thank best regards,Hardware,Access,0.8491989939607644,False
58,3ea5542ac828e60f1eae06aece63258e76e0f14fda0ac66de3079c41443a148e,22227,access to wednesday pm denied importance high hi cannot user user directory update please problem asap equal thanks test lead,Hardware,Access,0.8372197651447757,False
52,a14f380c88b19338ad23344747f99ce4df62c63d1e6739627066e38f7abaab5a,38727,error error hi guys can access submitted by for approval get blank screen when trying open regards director,Miscellaneous,HR Support,0.914854651963228,False
52,687017fb88b5a29f2ebcadd81b881d0ef9d766fca870312ab5390fce4216b2b3,15816,check oracle account friday pm please action reports hi she contract per her update needful kind regards head wednesday pm please action reports dear part established processes each required submit his weekly basis each friday past must submitted receiving because reports haven followed process please help cascade accordingly gets possible breakdown reports please note refers has left maternity other absence leave please update person record otherwise please person directly submit country date total days,Miscellaneous,HR Support,0.8783444173710506,False
52,3e7437d86e9a272bdd539c18fe06f11686b1457631e3e68a6a22c00c672bf721,16421,oracle role for wednesday role importance high hi kindly asking role preparer comes shortly change position mobility officer name employees entities understood role called preparer please role let everything kind regards starting st maternity leave please requests related colleagues assist mobility officer,Miscellaneous,HR Support,0.8632954080099632,False
52,a388f4ec0a79a9629cb6a47a4ac59608e54dc739546301ee0a38d531b5cc5eed,32856,interns oracle accounts assign access rights to oracle time management system for interns seems interns yet please find display name display name display name display name display name display name display name display name owe owe display name display name,Miscellaneous,HR Support,0.8347325246497552,False
52,8d64dadcb947f0776b46b37294e8808cb2e887a452d72d964c5ea9c96f075060,33997,submission request friday july pm submission hi please amend task review then resubmit thank much officer,Miscellaneous,HR Support,0.8202480722327579,False
52,5e117cdd2db5e2e0390ca8ea54e4c773b1b34422c6525454469ea4946e2b055a,35911,missing timecards please action hi please you assist with below advised still issue thanks sent november re please action hi still getting these for sent please action hi have had short call with regards his entered his annual leave correctly please below however his line manager received advising his for please you assist with believe could be error kind regards assistant sent please action hi could you please help let know what need please trail kind regards senior server infrastructure engineer sent please action dear part established processes each required submit his weekly basis each friday for past week must be submitted for approval you receiving because you haven followed process please action possible below breakdown your please log accordingly training materials available here id if by each wednesday there still past period then your manager also be notified country manager for for date total days,Miscellaneous,HR Support,0.8073051852510797,False
52,cf312d5dbe1cddf781dfcd05113f9322eae8944c866a5e7431c5462671b45156,8826,enable line management configuration oracle enable configuration dear think options related transfer reports menu available please help sort out meanwhile holidays directly allocate colleague regards,Miscellaneous,HR Support,0.729005595318046,False
52,0168e2565505879719ee1a56ed27b05758d4a93c4dcd6883d87284d78b9b8c60,17400,changes oracle wednesday pm changes hello please find attached file recent changes made leavers kindly asking assistance respect logging thank kind regards,Miscellaneous,HR Support,0.6937922287437664,False
