pair_total_errors,record_id,source_row,Document,actual_class,predicted_class,confidence,is_correct
131,b0ab20a10dcf36ce36210428aa5d994b16d48c98d9b6c432aeaa193ca4dfe800,45532,check issues sent thursday december conversation with dear please raise call check issues assign queue thank you lot best regards technical consultant en please consider environment you really need print sent thursday december conversation with sa la tester care si sa se pot tot ca ii failed sa la ticket,Miscellaneous,Hardware,0.9734274523230864,False
131,13a4ba956b34f4bd551b0a1bd05ce1f0ae345b351535dee20d64419f2d9cd472,13264,name change tuesday pm re hello please proceed changing surname she works thanks tuesday pm re ca fie tuesday pm re hello ca fie care ca forma si va merci re si wednesday re wednesday re ca ext wednesday re si pm re pus ext pm cancel la care pot specialist,Miscellaneous,Hardware,0.9313234781206166,False
131,ba216d1fca664da22cf93b6e12b3fb052d8aca82c728e23ebbd415c3c31caf62,27670,need to change cable tuesday october change cable hi cable accumulated wear tear out image secondary monitor flickering nearly cable change existing best regards consultant,Miscellaneous,Hardware,0.9038450386902844,False
131,d997fd9a237a0fe10a2742f3b4c735db99cfdddad11afe58daf0909f5f02f932,24254,amendment to the framework agreement friday december pm amendment framework agreement hello please help basically needed change type sow variation without re submit thanks best regards friday december pm re amendment framework agreement la la si friday december pm re amendment framework agreement si friday december pm re amendment framework agreement se face prefer ca rules care friday december pm amendment framework agreement type sow variation face resubmit merci contract id friday december pm re amendment framework agreement hi amendment making changes schedule change contract type without having re submit thanks december re amendment framework agreement hi think variation kind sow also want change type submit doc under print screen please thanks best regards friday december pm re amendment framework agreement hi realise were paternal leave congratulations little mummy both doing well amendment has recorded sow please rectify make variation thanks december re amendment framework agreement hi basically document describing sow required anymore thanks december re amendment framework agreement hi worries signed by post today about sow has approved sign well also requests signed originals by post sows thanks december amendment framework agreement hi please find latest communication bellow amendment attached back ask sign once fine confirmed thanks december re amendment framework agreement bonjour lawyer has reviewed amended document changes mainly clarity purposes think issue executions version signature discuss during course position signed thanks two hard copies by post attention thanks lot december re amendment framework agreement hi added lines highlighted cover requests let more required matches covered must specified by per agreed schedule match february call engineer accessed via by phone client holiday notice november december december amendment framework agreement hi please find enclosed amendment framework agreement after reviewing meant schedule amendment described core agreement changes were done accordingly additional details provide additional framework agreement has details add couple things agree schedule weeks events working understanding clear procedure activating call during match nights where dedicated personnel appointed please amend document these things thanks lot best regards information contained privileged confidential protected disclosure intended addressee herein intended recipient please save copy distribute disclose information contained herein please notify error by replying call then immediately delete communications secured result content shown actual content,Miscellaneous,Hardware,0.8842788672820225,False
131,e0bfbe55d65f63525ee9487690ed5d18f5a4e10420955506891527aaa3f560dc,9288,delete from pool disk for server poll warning status down has assigned hello please assign delete pool disk kind regards engineer re poll warning status down has assigned hello everyone discussed meeting let proceed recommended by best solution delete poll monitor disk done by needed assist poll virtual disk same description currently existing thank re poll warning status down has assigned hi apologies delayed response decommissioned host probably kept store other making decision regard things clear discuss away until setup minute call him next clarify details regards application pm move advised he obtained details ask next about added thank poll warning status down has assigned hello help resolve aspects addressing monitoring change per suggestion makes sense validate progress issue offers application provide os ask logs retention policies review logs format etc permission deal kindly advise matter review overall setup host application feeling wrongly setup resources inefficiently because host contains application video surveillance regards owner wednesday re poll warning status down has assigned hello degraded cannot definitely think poll partition wrongly configured maybe delete poll monitor disk because host forever helped re poll warning status down has assigned hello gents sorry chasing issue persisting clear view how solve poll grew best solution needed shrink disk increase threshold add additional host thank waiting kind regards engineer tuesday july re poll warning status down has assigned hello host video surveillance make physical instead virtual installed added help disk partition other big partition host think safe shrink disk regards senior engineer poll warning status down has assigned hello updates about thank waiting kind regards engineer thursday july re poll warning status down has assigned hello everyone please advise presented by understand present take almost host how recordings kept spare components extend thank july poll warning status down has assigned hello updates about thank waiting kind regards engineer wednesday july poll warning status down has assigned hello disk host has designed store moment host running disk than grow cause exhaustion disk solution increase warning threshold critical please advise about thank waiting kind regards engineer tuesday july poll warning status down has assigned please advised record number has assigned please review details take appropriate action description poll warning status down poll output partition over threshold summary poll warning status down number priority moderate assignment location monitoring please link kind regards ref msg,Miscellaneous,Hardware,0.8718784761102152,False
131,d4cb456e8637b52e88b7372169be22308ee4bbf71e2e986276e810aaf988086f,35341,ticket machine is not reachable ticket machine reachable hello reachable putty fatal error error connection timed out sa ne putty la ultima sa swap la guide swap creating file swap si sa etc sa swap sa la boot,Miscellaneous,Hardware,0.8619502790731471,False
131,ccbaca851fed15aa9bd6b7f630913e19643662486ddbc09413eb742ab95cb1c2,42676,faulty disk sent wednesday faulty disk importance high hi during routine checkup found was signaling fact one disk drives dead for tracking purposes please log ticket queue please get quote for spare drive here details have faulty drive rpm hard drive hot plug part number th product id st serial number if you need any further info please let know best regards senior engineer,Miscellaneous,Hardware,0.8227420674916364,False
131,5c19e8606917c99375ba779a97b7d2c1b6031c8d7fb192723e84f8cbcd0d11b9,40970,permission on sent thursday re we updated need permission access hello please know have problem with accession again kind regards sent we updated need permission access ticket resolved fellow we think below query logged for you resolved we we did well your ticket details ticket reference summary need permission access description have access had permission access but some reason have any more could you please return access resolution access granted good know if you with provided resolution there need for response however should issue persist recur or was resolved please contact we our best provide assistance matter here how you can contact how we your ticket how we warm regards ext,Miscellaneous,Hardware,0.7778797985768593,False
131,9898ec80b2e242539ce726960e3556c4b6887060a74235e7706dd70a6b843460,22056,information on how to add machines to backup server friday pm re add machines backup hi attached mails conversation thanks senior developer friday pm add machines backup hi did speak about kind regards analyst ext hub friday add machines backup hello little while ago had problems machine after analysis were made machines must manually requested added backup information how make these requests thank senior developer,Miscellaneous,Hardware,0.7756153061044123,False
131,a7dc80617c6809ae1ab61f89a59cb2245c1246110d333f2626c2d12a7b44d400,29523,access request for friday pm library requesting library links library manage setting library hi member help thanks note site site site provides central storage collaboration information ideas site tool collaboration tool communication meeting tool decision making site helps groups work teams social groups share information work together example site help coordinate calendars schedules discuss ideas review proposals share information keep touch other sites dynamic interactive members site contribute own ideas content well comment contribute other,Miscellaneous,Hardware,0.764431411487917,False
109,16fec3d1163a51d6428baa2c9bbda9b9f665402c39aa72d7cafab21621b4489f,47105,access card issues sent monday october access for inca si la forms ribbon intra document la documents forms sites documents view ribbon access ii la si va sa ii fie lite laptop ne va manager,Access,Hardware,0.9791604911980036,False
109,2fa7f2480f617a3508e426262dbe8b0702b19e30b88d46ae3e4771d6e5a9d337,43915,reported issues when logging onto his machine sent thursday february urgent message hi think you might be able help with below kind regards analyst pl sent thursday february urgent message good morning colleague issue accessing his machine seems be locked out asked you call him urgently number below address thanks client manager your zone information,Access,Hardware,0.9320030284735962,False
109,600efcf74936d86194ea5b91c98355df01c68702e06906747727d460f752ab5d,46285,password reset sent friday november reset cont importance high si recent la laptop si sa se sa asap tester en si recent si intra cont laptop sa tau la wireless sa ii ca sa se sa sa se care ales tot merge ii ca sa ii ca sa la el bun ii reset si ii la,Access,Hardware,0.9204444400624324,False
109,fd8c208633efd2dc802215d716ec8876fb11e96494214175d91da05691d05591,12509,audit access cards july pm re available available care se va care ca ca available si available date va available july available va ne care la ca va analyst ext hub,Access,Hardware,0.901860681759332,False
109,755141ed7329db4895e75215a4ff3b7313950f05542272abbd3d7fc32e2e1a8f,45410,open authentication failure sent tuesday december remote access request hi can you please remote access via laptop following for git confluence already have installed but cannot connect get following error dec received control message failed have given access yet sick leave but would like continue work for currently assigned including manager thank you developer,Access,Hardware,0.8865666847469339,False
109,b496334d0f0b6c85385db46f8e366728d8e454b6f7b87e94131f330301eb8581,23849,authentication method for service now december sd leaders floor strategy minutes meeting hi implemented pm please change authentication method december working shift please find instructions user sn make backup source clear source enter least characters tick needs work completed restore source user example user source thanks kind regards leader friday december pm floor strategy minutes meeting floor strategy thursday december meeting date location communicate meeting room floor link item invitation participants meeting organizer accepted accepted accepted accepted accepted accepted accepted accepted notes agreed done starting pm outage cr planned much lower actions update switches impact certificate authority communicate how handle outage communicate users during change give discuss about availability during back validate contract link move floor floor telephony automatic manually failed over please regards,Access,Hardware,0.8767186964919488,False
109,a32bd342b091f1ed397d2fb178856c219758e6ffeb3fdd8bb5797f642fb9266b,42265,blocked by sever sent monday blocked by urgent importance high hi please help with issues need test today suppose receive being blocked by server attached tester sent monday release mal test hi being sent but being blocked by your server suggest you raise internally regards baker senior consultant moore street ab switchboard direct mobile,Access,Hardware,0.857433124804979,False
109,8e23d024f4dbafa1fa1280c517ef603be7d77dde666793c98b083393cd0106bf,1201,available la available la hello care la si available comers lost cards si ne care si ca va,Access,Hardware,0.8563551087442546,False
109,95b468d43d510e8b93cfb5c11c9c38b92b6b501fe1e0855a5a1a01d193cf8a44,38796,issues on environment after updating to re issues environment after updating hi for raising under could you please help with below dear could you please raise ticket based below for your help best regards manager sent tuesday issues environment after updating hi here description problem after our environment was updated some our users experiencing problems trying log via about everybody about person clicks sign right side redirected federation fill his credentials clicks sign again redirected back previous clicks sign again nothing happens typically click sign for several times result their accounts locked we need go console unlock their accounts manually unfortunately we cannot pattern if we face situation updated extremely difficult deal with more than employees we suspect problem our side federation allow log though have already raised sr link fin can you please help find charge best regards applications analyst en,Access,Hardware,0.8525534664727012,False
109,48dc56977e0a0cfdaca9af79aa28a012c11c43dc608c9d1645e3f7d1ebd154f1,26471,password reset pm pm si pm si pm pm cum pm merci pm pm si intr la tau pm si care ne pm care va fie la va si va,Access,Hardware,0.830180331142685,False
107,0dba3658a2a93d4e46171be7751b238a78bdf661e07e56bde01a79318b151f66,26289,access november error hello please thank regards,Hardware,HR Support,0.9996696696212836,False
107,83b762ee058c09ef979c6e054f439d1683c23ef1b33ea9ef183fd9b5b28df9b0,36148,access for messages access for cannot access fill leaver form could you please help her thanks,Hardware,HR Support,0.984181413101428,False
107,b6fa60975f9d36319284a3456af20186e85aaf6753f97dcc464093b6a69fd657,36332,oracle access access hi need access could you help please thanks manager,Hardware,HR Support,0.9767748106258918,False
107,e82161e2ab84fc9981168b8694b5fe49eae4b8c698cc6107efbec4de36621ac1,41003,oracle access issue sent thursday access issue hello could you please help access applications getting error bellow after logging with thanks,Hardware,HR Support,0.976516757026736,False
107,5bfb2428196bca45c87eed6875c25821519a8a74e97853c5c42009651ae755ad,34185,oracle unable to access unable access dear when trying access get following error have urgent requests approve regards,Hardware,HR Support,0.9758205318300056,False
107,442d6d73b2e2eb45087c1422d68c0346df9617b27689b4e6ba87f8ef0e6c7be8,36405,error when trying to access error when trying access hi getting following error when trying access share changed password yesterday cannot get access today regards infrastructure programme manager upcoming leave th st december,Hardware,HR Support,0.9455879047592736,False
107,f6026f24353fb37943ede983c97d2e5837853e955f21bbadf6a6b6bba92df3bc,38066,oracle issue new oracle user can oracle issue can hi joined monday can thank you,Hardware,HR Support,0.9441941826333892,False
107,f2533d3ca79aa8170780d5a1602f2472d04c13f6060e7017f92ba95dcd663447,42770,cannot access as per error sent wednesday sheet error second attempt put ticket can access sheets get error message saying someone trying modify while logged attached senior designer,Hardware,HR Support,0.9413446847830388,False
107,e5fcc21da0b16020dd77f92303748771bd8120985921becf0ae442df06c10cf0,24564,change working hours for tuesday december pm rejected hi please help she submit timecard working thank tuesday december re rejected ca pot ore pot face submit la tuesday december re rejected ca si va task type maternity leave se leave ore care pot,Hardware,HR Support,0.9399973770292194,False
107,16a74157848981f12b3fe0b8689460f5f0c4c1dc914451d280a8f0d2a65e37e9,22139,please assist with oracle time cards thursday re please action reports va leave ca la test lead thursday please action reports va pre natal recent card ca care se cum merci test lead wednesday pm please action reports dear part established processes each required submit his weekly basis each friday past must submitted receiving because reports haven followed process please help cascade accordingly gets possible breakdown reports please note refers has left maternity other absence leave please update person record otherwise please person directly submit country date total days registered under number whose registered old broad street kingdom provide clients each subsidiaries separate entity has liability,Hardware,HR Support,0.9391140751929506,False
88,9a5d875592b5ad4c10e9581fa0c64dc2cc9aa4264e872ee88d80b3eb04aa5218,45319,access hello seems unable access mailbox within could you please advise receive connection server lost get following error something went wrong we re having trouble getting your mailbox right please refresh or try again later if problem continues please contact your error data version date already restarted laptop pass seem be was able access other tools require same credentials also note trying connect thank you regards,Administrative rights,Hardware,0.9316205279180048,False
88,a95bcd5c42cfcbdff49211350f16ea10d8c6bea914520d12665e09c69eb3a12a,38670,issues with mouse issues with mouse hi encounter some issues with mouse master mouse loses connection pc can you help warranty still valid thank you,Administrative rights,Hardware,0.9206251615525692,False
88,4183a35ff07f55cbde95377b1689851fdfaddba50f6f18776880400c14d30252,44779,issues with sent thursday issue with when friday dublin edinburgh lisbon where meeting hi have issues with cannot join there more conf id can use join over phone please can you help tx,Administrative rights,Hardware,0.9193602296196084,False
88,38d3b12f04dd527685a5c207bdb8a951f72f2e59cfba17650eaa9e4dede6b8c7,42582,outlook issues sent monday access issue hello discussed phone morning past few weeks encountering some issues with after lock laptop some cases attempt unlock laptop after enter password prompted with error message referenced currently locked out be logged some times could keep like for more than one hour was able log into laptop by making mobile when was trying initially connect was plugged into cable different problem could be related also with with continuously prompt insert password longer connecting server was able access by logging into path also deleted entries credentials still encounter same issue if any other details be needed side you can contact for since could be delayed best regards,Administrative rights,Hardware,0.8932750388061979,False
88,8ad28e107031e57c0debdb6df6472bcfe831168c9a1474083d190762eeff9b3c,8729,cost for new tv cost tv hi looking buy tv features anymore haven upgrade browser let recover tv costs won after tv regards re cost tv hi quote tv cost recovery unable help kind regards administrator friday pm cost tv hi please help price offer tv maybe browsing capabilities identified model lh compatible fine other options available tv want display because browser compatible upgrade newer version also recover tv costs won old after best regards mobile next annul leave rd,Administrative rights,Hardware,0.8894098180452541,False
88,3ceb6ff45c6ca28af0dfbf3c52ac68751b5feda3a648c276d93a33d4915a8a29,42827,unable to connect to outlook sent unable connect hello reached mention there consultants site today unable connect their connected via but avail also advise would need connection order reset their passwords please be kind investigate possible try help out understand might require input if needed please request well please contact ask for more details if required perhaps call when she available would help thank you kind regards leader ext,Administrative rights,Hardware,0.873996944764243,False
88,187aca20c37fe0bad24371b578463764e7e8e416293b07c20aa0f20d5d432dd4,37889,sound issues solved sound issues solved hi please note we had issues with tv sound during presentation help consider raised issue solved thank you,Administrative rights,Hardware,0.8704283999274891,False
88,46a7eae1135f3ec59a553c3f97135ef9af38f2502b1790ffa534d88d2c9adf6e,37748,view issues view issues hi have had issues with view laptop impacted ability generate client reports were being pulled through report please can be investigated regards manager,Administrative rights,Hardware,0.8701627294342692,False
88,3cdf10ef00a2e97eff289868eb73f9ac86ff574324a662e7291d53181d396d44,35209,system performance issues amp endpoint hello please help endpoint take cpu application use for programing works very bad block sometimes how can fix thing thank you,Administrative rights,Hardware,0.8526382685568076,False
88,40191dc1bf1aaa0577235adc33a24e23e716a7b7f72ba4395ab33a16b4db47d4,40969,admin rights issue sent friday rights issue dear currently we experiencing situation when person without rights laptop can when working can you please provide solution for issue best regards sent friday rights issue hi moment have rights laptop noticed able open up appears requiring enter password thanks senior tester blvd th floor district web blending industry expertise information confidential be legally privileged intended solely for addressee any opinions expressed mine necessarily represent opinions,Administrative rights,Hardware,0.8296177524317684,False
82,4e24ab06fd760e736916b2e17a46030cb94939a987b35410323da3faaa8ed34e,2747,request for change cable from from hello please please change cable thanks senior engineer,Hardware,Miscellaneous,0.88861087570127,False
82,b70d1d96f67f53b6df00c510a31f929af74f4f4bdbc001402d856b60fedcf48b,4329,shared mailbox creation technical excellence hello please create thanks engagement specialist friday november technical excellence hello added owner please let further assistance details needed thank kind regards analyst ext history reference history additional comments visible re technical excellence thanks lot please also add owner engagement specialist additional comments visible thanks lot please also add owner engagement specialist additional comments visible re technical excellence hi please change name technical excellence assist until thanks engagement specialist october pm technical excellence hello ne si va fie technical excellence engagement specialist additional comments visible re technical excellence hi please status quite urgent manage thanks head tuesday october re technical excellence hi please change name technical excellence assist until thanks engagement specialist october pm technical excellence hello ne si va fie technical excellence engagement specialist additional comments visible update task task assignment assignee owner closed complete work notes description technical excellence hello ne si va fie technical excellence engagement specialist more ref msg,Hardware,Miscellaneous,0.8718914372216857,False
82,63b102a05945d001900a5e738ad13cab9ad118b0f78620577e75214d0df1bd9d,26939,notifications new thursday november pm re cr approved side best regards thursday november pm re hello app side thanks november hello please advise please advised change pending authorization looking forward hearing thanks kind regards analyst ext hub thursday november pm hello please required by cr please approve these short about downtime users about issues please attached regards discipline lead,Hardware,Miscellaneous,0.862600012807033,False
82,a58ea31e1ded6da3477f8dad17a3a8573f61c7107d51d497451972552eef62f8,25468,add video as self service kb item november add video self kb item hello discussed friday please help out video self kb item skill matrix video please thanks,Hardware,Miscellaneous,0.849608585277418,False
82,41033a4276630d32ab36176b9053622bcb745a364f30a640262aba72b09d3912,14857,am mobile service now membership pm mobile membership hello please add mobile thank,Hardware,Miscellaneous,0.8387524881973373,False
82,c2d0257372b8d81317655a2793960d77ce414d62c58ff3d6bf217e7bd1eaddb2,30783,please add me to the server room access list wednesday pm re please add room approved please add room hi guys self appointed role facilities officer please add card room justification presence permanent sometimes situations must qualified cleared assist by please formally approve thanks client,Hardware,Miscellaneous,0.8096345570150487,False
82,1eee3ea38311a5767dbbb1a580f209305b9f435ae31667d0917b6df459776f49,10404,service now update notification recipients on approvals for changes wednesday pm change client button behavior hello please sr sn mails by client button requesting form approvers change example find by client button hit by ideally myself please let more information thanks change required summary planned shared infrastructure hello please advised change number summary planned shared infrastructure ready change details provided review follows change description perform work shared infrastructure cr won affect way operation running expected duration planning expected duration work planned date planned outage duration outage planned date worst recovery minutes client informed outage outage affected environments production high summary planned shared infrastructure justification planned shared infrastructure closure kind regards ref msg,Hardware,Miscellaneous,0.8064837202143369,False
82,a75ce056c42640d0b47d0a1db998a265fc29dfe7b6ebbb0fedf22d12a7bd4bfd,26940,notifications thursday november pm re hello app side thanks november hello please advise please advised change pending authorization looking forward hearing thanks kind regards analyst ext hub thursday november pm hello please required by cr please approve these short about downtime users about issues please attached regards discipline lead,Hardware,Miscellaneous,0.7886059052657701,False
82,86c8657337bad501a474293349176dee7d43de606fb8e2ddc539de35527ed896,24158,add and remove users from ms team account and change owner to december pm invoice available invoice id hi please amend name add please kind regards planning officer infrastructure upcoming holiday december st march december invoice available invoice id hi invoice ownership please advise needs done thanks saturday december pm invoice available invoice id greetings re writing provide electronic invoice billing period november november additional information regarding individual charge details history available billing cost sincerely produced distributed by avenue north seattle washington bound by specifically objects term condition other provision which different addition provisions agreement agreement materially alter agreement agreement which submitted order receipt acceptance confirmation correspondence otherwise specifically agrees provision written instrument signed by products governed by agreement linked purchase these products added reseller agreement updated march more information about these changes changes,Hardware,Miscellaneous,0.7755476274709809,False
82,f76ca8c3704e4f4e56f3ebbba65b53a2807d2c309f3491b9c9cfa2130ada2c88,17806,add to wednesday pm re call action add users clarification please add thanks phone wrote hi please help addresses code best regards,Hardware,Miscellaneous,0.7563283020630404,False
72,8fe3eebef9ab6e7387320a5b133f9a37f00302e8800e76e51325d1a239c8955c,38984,what should do with old card which is pending for approval what should with old card pending for approval dear have old card submitted status pending for approval understand came because line manager however cannot approve manager or can you advise please what should with thank you sincerely manager,HR Support,Miscellaneous,0.978267198531983,False
72,ca2e9c154d074b3aa7a98cabca75f031d50e8e2ef2da04959cdddc661551c5c4,41097,line manager not set for approve annual leave flow hi line manager for can be seen however getting her requests for annual leave if she checks approval line only listed included approval flow line manager can you please verify correct thank you,HR Support,Miscellaneous,0.9620349618704396,False
72,e95e8993c122be88474dbeede3f40582265ccefdd990d59b487f6250ea455336,42902,cannot find members oracle sent thursday member hi could you please help with why able find following add members regards manager,HR Support,Miscellaneous,0.946267010282912,False
72,309b10a673fcf3fbdaec67b192caf2d3d3012f03692e68124b949ded54c4b650,35201,special leave has been assigned to am oracle hr support incident special leave assigned hi could you please raise ticket for request closing ticket resolved best regards applications analyst en sent tuesday december re incident special leave assigned thank you sent tuesday december re incident special leave assigned hi your request approved by should be queue although request was waiting for approval did reach was able open submit absence generated notification after being submitted by could you investigate why thank you lead sent tuesday december re incident special leave assigned hi your absence request goes your representative only after approves goes your line manager can you please confirm you received special leave request december best regards applications analyst en sent tuesday december incident special leave assigned please be advised record number assigned please review details take appropriate action description special leave hello line manager cannot special leave request for she cannot approve can you please check why thank you manager summary special leave number priority moderate assignment location access incident please click following link attachments image image kind regards ref msg,HR Support,Miscellaneous,0.9257340675867032,False
72,fd6d16e6c759ab3286f86b1fe74267b17034005548213e748c3f059367230eee,2264,re absence approval re absence hi kind things require done several stages collecting detailed requirements investigation possible raising change implementing change after approvals received after raised please best regards analyst wednesday december pm absence hello possible annual leaves flow keep flow special leaves employees thank lead,HR Support,Miscellaneous,0.9175821826595564,False
72,8742495cc0810bae26ce48735c148dc5e19e71a327be00c90e496decc4eebaf7,41143,vacation approval sent thursday vacation approval hi report issue related inability approve vacation for direct reports following error being thrown cheers,HR Support,Miscellaneous,0.9133769890137012,False
72,5ff4e487fc1ae9a636fd283e0f604e97d631ff8103a9f4317775c8b95418b186,3531,change to re almost change input needed hello thank help checked seems sow under sow sow please change thanks officer planned annual leave december,HR Support,Miscellaneous,0.8439574375331357,False
72,12bb1c53b5d63bc1161d9f39f3c662fde4d087bf9f8fde6f080c8dff361429ae,7518,list hello help create lists cs which contain members attached files please help asap urgent because client waiting thank help officer floor blvd district tuesday pm re hello thank much help create named which contain members attached file after please include urgent because updated client thank help officer floor blvd district friday hello please find attached files containing members groups lists lists contained by please let thank kind regards analyst ext history reference history additional comments visible kind reminder re hi please help pretty urgent because client requested possible thank officer floor blvd district additional comments visible re hi employees included accuracy thanks officer floor blvd district additional comments visible hi please help pretty urgent because client requested possible thank officer floor blvd district additional comments visible hi employees included accuracy thanks officer floor blvd district additional comments visible update task task assignment assignee owner closed complete work notes description hi please help thank officer floor blvd district more ref msg,HR Support,Miscellaneous,0.8422500170483452,False
72,c39095e1214f2c7c138b060a97f39fe2abb166d32384d1f9bbee1a0d4496076b,46361,unable to add colleagues on project oracle sent wednesday november re hi trying add theme but unsuccessfully for get manage settings tried save close save add another but get back following screens something wrong regards manager en sent tuesday november re hello please be advised can add members kind regards analyst ext hub sent tuesday november hi please help include order be able log requests approvals best regards manager en,HR Support,Miscellaneous,0.8378085987531393,False
72,83431e80164fb86ae782c35b9e7f9cfdfbbe4ab2e6579d60b9e99794af14375e,41126,unable to approve annual leave request sent friday re unable approve annual leave request hi wrote below can approve requests done because following error when try approve request got following error can you clear previous change requests can create one senior consultant sent wednesday re unable approve annual leave request hi please note order for change go flow take effect current initiator should also be approves can go for approval can you please check make above completed thank you lead sent wednesday re unable approve annual leave request hi any about issues below our receive annual leave requests for approval because can make him senior consultant sent monday re unable approve annual leave request hi adding advise regarding errors thank you lead sent monday re unable approve annual leave request hi have submit requests for change those tasks were assigned probably because was when these requests where created can submit another change request because error also can approve change requests because these errors when try approve request got following error can you clear previous change requests can create one senior consultant sent monday re unable approve annual leave request please try again submitting request for change thank you sent monday re unable approve annual leave request hello made request his line manager role be transferred understand request yet valid could you please help thank you best regards manager sent monday re unable approve annual leave request hello recently approved request should be flow waiting for approval thank you sent monday unable approve annual leave request hello like let you know made request for annual holidays however visible manager approve her request could you please advise adjust can approve her annual leave request thank you best manager out,HR Support,Miscellaneous,0.8197617037360555,False
62,a14f380c88b19338ad23344747f99ce4df62c63d1e6739627066e38f7abaab5a,38727,error error hi guys can access submitted by for approval get blank screen when trying open regards director,Miscellaneous,HR Support,0.9196290940388584,False
62,687017fb88b5a29f2ebcadd81b881d0ef9d766fca870312ab5390fce4216b2b3,15816,check oracle account friday pm please action reports hi she contract per her update needful kind regards head wednesday pm please action reports dear part established processes each required submit his weekly basis each friday past must submitted receiving because reports haven followed process please help cascade accordingly gets possible breakdown reports please note refers has left maternity other absence leave please update person record otherwise please person directly submit country date total days,Miscellaneous,HR Support,0.8953804427056109,False
62,3e7437d86e9a272bdd539c18fe06f11686b1457631e3e68a6a22c00c672bf721,16421,oracle role for wednesday role importance high hi kindly asking role preparer comes shortly change position mobility officer name employees entities understood role called preparer please role let everything kind regards starting st maternity leave please requests related colleagues assist mobility officer,Miscellaneous,HR Support,0.8815890518569233,False
